type,published,title,link,cve,description,cvss_score,base_severity,cwe_id,cwe_desc,vendor,product,versions_affectees,epss
avis,"Thu, 18 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans Mattermost Server (18 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1122/,CVE-2025-14273,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans PHP (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1126/,CVE-2025-14177,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans PHP (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1126/,CVE-2025-14178,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans PHP (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1126/,CVE-2025-14180,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans PHP (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1126/,CVE-2025-67899,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2022-48701,"In the Linux kernel, the following vulnerability has been resolved:

ALSA: usb-audio: Fix an out-of-bounds bug in __snd_usb_parse_audio_interface()

There may be a bad USB audio device with a USB ID of (0x04fa, 0x4201) and
the number of it's interfaces less than 4, an out-of-bounds read bug occurs
when parsing the interface descriptor for this device.

Fix this by checking the number of interfaces.",,Non disponible,Non disponible,Non disponible,Linux,Linux,b9d43bcd061956c8144bcb453d07d13236b6ab28,0.000080000
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2022-50356,"In the Linux kernel, the following vulnerability has been resolved:

net: sched: sfb: fix null pointer access issue when sfb_init() fails

When the default qdisc is sfb, if the qdisc of dev_queue fails to be
inited during mqprio_init(), sfb_reset() is invoked to clear resources.
In this case, the q->qdisc is NULL, and it will cause gpf issue.

The process is as follows:
qdisc_create_dflt()
	sfb_init()
		tcf_block_get()          --->failed, q->qdisc is NULL
	...
	qdisc_put()
		...
		sfb_reset()
			qdisc_reset(q->qdisc)    --->q->qdisc is NULL
				ops = qdisc->ops

The following is the Call Trace information:
general protection fault, probably for non-canonical address
0xdffffc0000000003: 0000 [#1] PREEMPT SMP KASAN
KASAN: null-ptr-deref in range [0x0000000000000018-0x000000000000001f]
RIP: 0010:qdisc_reset+0x2b/0x6f0
Call Trace:
<TASK>
sfb_reset+0x37/0xd0
qdisc_reset+0xed/0x6f0
qdisc_destroy+0x82/0x4c0
qdisc_put+0x9e/0xb0
qdisc_create_dflt+0x2c3/0x4a0
mqprio_init+0xa71/0x1760
qdisc_create+0x3eb/0x1000
tc_modify_qdisc+0x408/0x1720
rtnetlink_rcv_msg+0x38e/0xac0
netlink_rcv_skb+0x12d/0x3a0
netlink_unicast+0x4a2/0x740
netlink_sendmsg+0x826/0xcc0
sock_sendmsg+0xc5/0x100
____sys_sendmsg+0x583/0x690
___sys_sendmsg+0xe8/0x160
__sys_sendmsg+0xbf/0x160
do_syscall_64+0x35/0x80
entry_SYSCALL_64_after_hwframe+0x46/0xb0
RIP: 0033:0x7f2164122d04
</TASK>",,Non disponible,Non disponible,Non disponible,Linux,Linux,e13e02a3c68d899169c78d9a18689bd73491d59a,0.000170000
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2022-50367,"In the Linux kernel, the following vulnerability has been resolved:

fs: fix UAF/GPF bug in nilfs_mdt_destroy

In alloc_inode, inode_init_always() could return -ENOMEM if
security_inode_alloc() fails, which causes inode->i_private
uninitialized. Then nilfs_is_metadata_file_inode() returns
true and nilfs_free_inode() wrongly calls nilfs_mdt_destroy(),
which frees the uninitialized inode->i_private
and leads to crashes(e.g., UAF/GPF).

Fix this by moving security_inode_alloc just prior to
this_cpu_inc(nr_inodes)",,Non disponible,Non disponible,Non disponible,Linux,Linux,1da177e4c3f41524e886b7f1b8a0c1fc7321cac2,0.000160000
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2022-50386,"In the Linux kernel, the following vulnerability has been resolved:

Bluetooth: L2CAP: Fix user-after-free

This uses l2cap_chan_hold_unless_zero() after calling
__l2cap_get_chan_blah() to prevent the following trace:

Bluetooth: l2cap_core.c:static void l2cap_chan_destroy(struct kref
*kref)
Bluetooth: chan 0000000023c4974d
Bluetooth: parent 00000000ae861c08
==================================================================
BUG: KASAN: use-after-free in __mutex_waiter_is_first
kernel/locking/mutex.c:191 [inline]
BUG: KASAN: use-after-free in __mutex_lock_common
kernel/locking/mutex.c:671 [inline]
BUG: KASAN: use-after-free in __mutex_lock+0x278/0x400
kernel/locking/mutex.c:729
Read of size 8 at addr ffff888006a49b08 by task kworker/u3:2/389",,Non disponible,Non disponible,Non disponible,Linux,Linux,3df91ea20e744344100b10ae69a17211fcf5b207,0.000830000
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2022-50403,Non disponible,,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,Non disponible,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2022-50406,"In the Linux kernel, the following vulnerability has been resolved:

iomap: iomap: fix memory corruption when recording errors during writeback

Every now and then I see this crash on arm64:

Unable to handle kernel NULL pointer dereference at virtual address 00000000000000f8
Buffer I/O error on dev dm-0, logical block 8733687, async page read
Mem abort info:
  ESR = 0x0000000096000006
  EC = 0x25: DABT (current EL), IL = 32 bits
  SET = 0, FnV = 0
  EA = 0, S1PTW = 0
  FSC = 0x06: level 2 translation fault
Data abort info:
  ISV = 0, ISS = 0x00000006
  CM = 0, WnR = 0
user pgtable: 64k pages, 42-bit VAs, pgdp=0000000139750000
[00000000000000f8] pgd=0000000000000000, p4d=0000000000000000, pud=0000000000000000, pmd=0000000000000000
Internal error: Oops: 96000006 [#1] PREEMPT SMP
Buffer I/O error on dev dm-0, logical block 8733688, async page read
Dumping ftrace buffer:
Buffer I/O error on dev dm-0, logical block 8733689, async page read
   (ftrace buffer empty)
XFS (dm-0): log I/O error -5
Modules linked in: dm_thin_pool dm_persistent_data
XFS (dm-0): Metadata I/O Error (0x1) detected at xfs_trans_read_buf_map+0x1ec/0x590 [xfs] (fs/xfs/xfs_trans_buf.c:296).
 dm_bio_prison
XFS (dm-0): Please unmount the filesystem and rectify the problem(s)
XFS (dm-0): xfs_imap_lookup: xfs_ialloc_read_agi() returned error -5, agno 0
 dm_bufio dm_log_writes xfs nft_chain_nat xt_REDIRECT nf_nat nf_conntrack nf_defrag_ipv6 nf_defrag_ipv4 ip6t_REJECT
potentially unexpected fatal signal 6.
 nf_reject_ipv6
potentially unexpected fatal signal 6.
 ipt_REJECT nf_reject_ipv4
CPU: 1 PID: 122166 Comm: fsstress Tainted: G        W          6.0.0-rc5-djwa #rc5 3004c9f1de887ebae86015f2677638ce51ee7
 rpcsec_gss_krb5 auth_rpcgss xt_tcpudp ip_set_hash_ip ip_set_hash_net xt_set nft_compat ip_set_hash_mac ip_set nf_tables
Hardware name: QEMU KVM Virtual Machine, BIOS 1.5.1 06/16/2021
pstate: 60001000 (nZCv daif -PAN -UAO -TCO -DIT +SSBS BTYPE=--)
 ip_tables
pc : 000003fd6d7df200
 x_tables
lr : 000003fd6d7df1ec
 overlay nfsv4
CPU: 0 PID: 54031 Comm: u4:3 Tainted: G        W          6.0.0-rc5-djwa #rc5 3004c9f1de887ebae86015f2677638ce51ee7405
Hardware name: QEMU KVM Virtual Machine, BIOS 1.5.1 06/16/2021
Workqueue: writeback wb_workfn
sp : 000003ffd9522fd0
 (flush-253:0)
pstate: 60401005 (nZCv daif +PAN -UAO -TCO -DIT +SSBS BTYPE=--)
pc : errseq_set+0x1c/0x100
x29: 000003ffd9522fd0 x28: 0000000000000023 x27: 000002acefeb6780
x26: 0000000000000005 x25: 0000000000000001 x24: 0000000000000000
x23: 00000000ffffffff x22: 0000000000000005
lr : __filemap_set_wb_err+0x24/0xe0
 x21: 0000000000000006
sp : fffffe000f80f760
x29: fffffe000f80f760 x28: 0000000000000003 x27: fffffe000f80f9f8
x26: 0000000002523000 x25: 00000000fffffffb x24: fffffe000f80f868
x23: fffffe000f80fbb0 x22: fffffc0180c26a78 x21: 0000000002530000
x20: 0000000000000000 x19: 0000000000000000 x18: 0000000000000000

x17: 0000000000000000 x16: 0000000000000000 x15: 0000000000000000
x14: 0000000000000001 x13: 0000000000470af3 x12: fffffc0058f70000
x11: 0000000000000040 x10: 0000000000001b20 x9 : fffffe000836b288
x8 : fffffc00eb9fd480 x7 : 0000000000f83659 x6 : 0000000000000000
x5 : 0000000000000869 x4 : 0000000000000005 x3 : 00000000000000f8
x20: 000003fd6d740020 x19: 000000000001dd36 x18: 0000000000000001
x17: 000003fd6d78704c x16: 0000000000000001 x15: 000002acfac87668
x2 : 0000000000000ffa x1 : 00000000fffffffb x0 : 00000000000000f8
Call trace:
 errseq_set+0x1c/0x100
 __filemap_set_wb_err+0x24/0xe0
 iomap_do_writepage+0x5e4/0xd5c
 write_cache_pages+0x208/0x674
 iomap_writepages+0x34/0x60
 xfs_vm_writepages+0x8c/0xcc [xfs 7a861f39c43631f15d3a5884246ba5035d4ca78b]
x14: 0000000000000000 x13: 2064656e72757465 x12: 0000000000002180
x11: 000003fd6d8a82d0 x10: 0000000000000000 x9 : 000003fd6d8ae288
x8 : 0000000000000083 x7 : 00000000ffffffff x6 : 00000000ffffffee
x5 : 00000000fbad2887 x4 : 000003fd6d9abb58 x3 : 000003fd6d740020
x2 : 0000000000000006 x1 : 000000000001dd36 x0 : 0000000000000000
CPU: 
---truncated---",,Non disponible,Non disponible,Non disponible,Linux,Linux,150d5be09ce49a9bed6feb7b7dc4e5ae188778ec,0.000210000
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2022-50408,"In the Linux kernel, the following vulnerability has been resolved:

wifi: brcmfmac: fix use-after-free bug in brcmf_netdev_start_xmit()

> ret = brcmf_proto_tx_queue_data(drvr, ifp->ifidx, skb);

may be schedule, and then complete before the line

> ndev->stats.tx_bytes += skb->len;

[   46.912801] ==================================================================
[   46.920552] BUG: KASAN: use-after-free in brcmf_netdev_start_xmit+0x718/0x8c8 [brcmfmac]
[   46.928673] Read of size 4 at addr ffffff803f5882e8 by task systemd-resolve/328
[   46.935991]
[   46.937514] CPU: 1 PID: 328 Comm: systemd-resolve Tainted: G           O      5.4.199-[REDACTED] #1
[   46.947255] Hardware name: [REDACTED]
[   46.954568] Call trace:
[   46.957037]  dump_backtrace+0x0/0x2b8
[   46.960719]  show_stack+0x24/0x30
[   46.964052]  dump_stack+0x128/0x194
[   46.967557]  print_address_description.isra.0+0x64/0x380
[   46.972877]  __kasan_report+0x1d4/0x240
[   46.976723]  kasan_report+0xc/0x18
[   46.980138]  __asan_report_load4_noabort+0x18/0x20
[   46.985027]  brcmf_netdev_start_xmit+0x718/0x8c8 [brcmfmac]
[   46.990613]  dev_hard_start_xmit+0x1bc/0xda0
[   46.994894]  sch_direct_xmit+0x198/0xd08
[   46.998827]  __qdisc_run+0x37c/0x1dc0
[   47.002500]  __dev_queue_xmit+0x1528/0x21f8
[   47.006692]  dev_queue_xmit+0x24/0x30
[   47.010366]  neigh_resolve_output+0x37c/0x678
[   47.014734]  ip_finish_output2+0x598/0x2458
[   47.018927]  __ip_finish_output+0x300/0x730
[   47.023118]  ip_output+0x2e0/0x430
[   47.026530]  ip_local_out+0x90/0x140
[   47.030117]  igmpv3_sendpack+0x14c/0x228
[   47.034049]  igmpv3_send_cr+0x384/0x6b8
[   47.037895]  igmp_ifc_timer_expire+0x4c/0x118
[   47.042262]  call_timer_fn+0x1cc/0xbe8
[   47.046021]  __run_timers+0x4d8/0xb28
[   47.049693]  run_timer_softirq+0x24/0x40
[   47.053626]  __do_softirq+0x2c0/0x117c
[   47.057387]  irq_exit+0x2dc/0x388
[   47.060715]  __handle_domain_irq+0xb4/0x158
[   47.064908]  gic_handle_irq+0x58/0xb0
[   47.068581]  el0_irq_naked+0x50/0x5c
[   47.072162]
[   47.073665] Allocated by task 328:
[   47.077083]  save_stack+0x24/0xb0
[   47.080410]  __kasan_kmalloc.isra.0+0xc0/0xe0
[   47.084776]  kasan_slab_alloc+0x14/0x20
[   47.088622]  kmem_cache_alloc+0x15c/0x468
[   47.092643]  __alloc_skb+0xa4/0x498
[   47.096142]  igmpv3_newpack+0x158/0xd78
[   47.099987]  add_grhead+0x210/0x288
[   47.103485]  add_grec+0x6b0/0xb70
[   47.106811]  igmpv3_send_cr+0x2e0/0x6b8
[   47.110657]  igmp_ifc_timer_expire+0x4c/0x118
[   47.115027]  call_timer_fn+0x1cc/0xbe8
[   47.118785]  __run_timers+0x4d8/0xb28
[   47.122457]  run_timer_softirq+0x24/0x40
[   47.126389]  __do_softirq+0x2c0/0x117c
[   47.130142]
[   47.131643] Freed by task 180:
[   47.134712]  save_stack+0x24/0xb0
[   47.138041]  __kasan_slab_free+0x108/0x180
[   47.142146]  kasan_slab_free+0x10/0x18
[   47.145904]  slab_free_freelist_hook+0xa4/0x1b0
[   47.150444]  kmem_cache_free+0x8c/0x528
[   47.154292]  kfree_skbmem+0x94/0x108
[   47.157880]  consume_skb+0x10c/0x5a8
[   47.161466]  __dev_kfree_skb_any+0x88/0xa0
[   47.165598]  brcmu_pkt_buf_free_skb+0x44/0x68 [brcmutil]
[   47.171023]  brcmf_txfinalize+0xec/0x190 [brcmfmac]
[   47.176016]  brcmf_proto_bcdc_txcomplete+0x1c0/0x210 [brcmfmac]
[   47.182056]  brcmf_sdio_sendfromq+0x8dc/0x1e80 [brcmfmac]
[   47.187568]  brcmf_sdio_dpc+0xb48/0x2108 [brcmfmac]
[   47.192529]  brcmf_sdio_dataworker+0xc8/0x238 [brcmfmac]
[   47.197859]  process_one_work+0x7fc/0x1a80
[   47.201965]  worker_thread+0x31c/0xc40
[   47.205726]  kthread+0x2d8/0x370
[   47.208967]  ret_from_fork+0x10/0x18
[   47.212546]
[   47.214051] The buggy address belongs to the object at ffffff803f588280
[   47.214051]  which belongs to the cache skbuff_head_cache of size 208
[   47.227086] The buggy address is located 104 bytes inside of
[   47.227086]  208-byte region [ffffff803f588280, ffffff803f588350)
[   47.238814] The buggy address belongs to the page:
[   47.243618] page:ffffffff00dd6200 refcount:1 mapcou
---truncated---",,Non disponible,Non disponible,Non disponible,Linux,Linux,b1a2a41126fc582a3d5613aa2d3e632b2eb1a2c4,0.000170000
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2022-50410,"In the Linux kernel, the following vulnerability has been resolved:

NFSD: Protect against send buffer overflow in NFSv2 READ

Since before the git era, NFSD has conserved the number of pages
held by each nfsd thread by combining the RPC receive and send
buffers into a single array of pages. This works because there are
no cases where an operation needs a large RPC Call message and a
large RPC Reply at the same time.

Once an RPC Call has been received, svc_process() updates
svc_rqst::rq_res to describe the part of rq_pages that can be
used for constructing the Reply. This means that the send buffer
(rq_res) shrinks when the received RPC record containing the RPC
Call is large.

A client can force this shrinkage on TCP by sending a correctly-
formed RPC Call header contained in an RPC record that is
excessively large. The full maximum payload size cannot be
constructed in that case.",,Non disponible,Non disponible,Non disponible,Linux,Linux,4452435948424e5322c2a2fefbdc2cf3732cc45d,0.000170000
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53178,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53213,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53226,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53297,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53305,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53322,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53354,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53365,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53373,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53393,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53401,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53513,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2023-53680,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2024-46679,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-38499,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-38718,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-38724,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-38729,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39697,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39757,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39817,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39825,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39841,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39864,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39883,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39955,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39966,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-39984,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans le noyau Linux de Red Hat (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1132/,CVE-2025-40186,,,,,,,,,
avis,"Fri, 19 Dec 2025 00:00:00 +0000",Multiples vulnérabilités dans Microsoft Edge (19 décembre 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-1124/,CVE-2025-14765,,,,,,,,,
